,품종,성별,무게(Kg),상태,나이,성격,색,중성화유무,건강,칩등록여부,보유물건
1243,믹스견,암컷,2.5,미입양,8,중립,흰색계열,아니오,미상,미상,무
1244,믹스견,수컷,2.5,미입양,8,중립,혼합색계열,아니오,미상,미상,무
1245,믹스견,암컷,2.5,미입양,8,중립,혼합색계열,아니오,미상,미상,무
1246,믹스견,암컷,2.5,미입양,8,중립,흰색계열,아니오,미상,미상,무
1247,믹스견,수컷,2.5,입양,8,중립,흰색계열,아니오,미상,미상,무
1248,믹스견,수컷,2.5,미입양,8,중립,흰색계열,아니오,눈이 작음,미상,무
1249,믹스견,암컷,2,미입양,8,중립,흰색계열,아니오,뒷발 피부병 있음(탈모증상),미상,무
1250,믹스견,암컷,2,미입양,8,중립,흰색계열,아니오,꼬리 피부병(탈모증상),미상,무
1251,믹스견,암컷,4,미입양,8,중립,황색계열,아니오,미상,미상,무
1252,믹스견,수컷,4,입양,8,중립,황색계열,아니오,미상,미상,무
1253,코카 스파니엘,수컷,2.5,입양,8,중립,혼합색계열,아니오,미상,미상,무
1254,말티즈,수컷,4,입양,92,중립,흰색계열,예,미상,미상,무
1255,믹스견,암컷,6,미입양,8,사람을 경계함,갈색계열,아니오,미상,미상,무
1256,믹스견,수컷,15,미입양,44,중립,혼합색계열,아니오,미상,미상,무
1257,믹스견,수컷,18,미입양,44,중립,흰색계열,아니오,미상,미상,무
1258,스피츠,암컷,6,입양,44,중립,흰색계열,미상,목욕 흔적 있음,미상,무
1259,시바,수컷,8,미입양,80,중립,혼합색계열,예,미상,미상,무
1260,믹스견,수컷,3.5,입양,44,중립,흰색계열,예,미상,미상,무
1261,믹스견,암컷,3.5,미입양,8,중립,흰색계열,아니오,미상,미상,무
1262,믹스견,암컷,3.5,미입양,8,중립,흰색계열,아니오,미상,미상,무
1263,믹스견,수컷,3.5,미입양,8,중립,흰색계열,아니오,미상,미상,무
1264,믹스견,수컷,3.5,미입양,8,중립,흰색계열,아니오,미상,미상,무
1265,믹스견,암컷,4,미입양,8,중립,흰색계열,아니오,미상,미상,무
1266,믹스견,암컷,1.5,입양,8,중립,갈색계열,아니오,수유개체,미상,무
1267,믹스견,암컷,0.35,입양,8,중립,흰색계열,아니오,미상,미상,무
1268,믹스견,암컷,4,미입양,8,중립,흰색계열,아니오,미상,미상,무
1269,믹스견,암컷,4,입양,8,중립,갈색계열,아니오,미상,미상,무
1270,믹스견,암컷,4,미입양,8,중립,흰색계열,아니오,왼쪽 눈 밑 절창,미상,무
1271,치와와,수컷,2.8,입양,80,중립,혼합색계열,예,왼쪽 목 피부병,미상,무
1272,믹스견,수컷,20,미입양,56,중립,검정색계열,아니오,"오른쪽 둔부 타박상, 보행장애",미상,무
1273,말티즈,수컷,4,입양,80,중립,흰색계열,아니오,미상,미상,무
1274,믹스견,암컷,6,미입양,32,중립,갈색계열,아니오,미상,미상,무
1275,아키다,수컷,27,입양,32,중립,흰색계열,아니오,미상,미상,유
1276,믹스견,수컷,14,입양,44,중립,흰색계열,아니오,콧잔등 까짐,미상,유
1277,믹스견,암컷,5,미입양,152,중립,갈색계열,미상,전신 교상으로 예후 매우 불량,미상,무
1278,시츄,암컷,5,입양,55,사람을 잘 따름,혼합색계열,미상,통통함,미상,무
1279,믹스견,암컷,16,미입양,31,중립,흰색계열,아니오,미상,미상,무
1280,믹스견,수컷,0.35,미입양,7,중립,검정색계열,아니오,미상,미상,무
1281,믹스견,암컷,0.35,미입양,7,중립,검정색계열,아니오,건강함,미상,무
1282,믹스견,암컷,0.35,미입양,7,중립,검정색계열,아니오,건강함,미상,무
1283,믹스견,암컷,0.35,미입양,7,중립,검정색계열,아니오,미상,미상,무
1284,믹스견,수컷,0.35,미입양,7,중립,검정색계열,아니오,건강함,미상,무
1285,치와와,암컷,4,미입양,55,중립,혼합색계열,미상,오른쪽 뒷다리 끌면서 걸어다님,미상,무
1286,믹스견,암컷,5,미입양,31,중립,검정색계열,미상,미상,미상,무
1287,믹스견,암컷,7,미입양,43,중립,갈색계열,아니오,"털이 엉켜있음, 꼬리가 뭉툭함",미상,무
1288,믹스견,암컷,6,미입양,43,중립,갈색계열,아니오,털이 엉켜있음,미상,무
1289,진도견,수컷,20,미입양,43,중립,검정색계열,아니오,미상,미상,유
1290,믹스견,수컷,20,미입양,43,중립,혼합색계열,아니오,미상,미상,무
1291,말티즈,수컷,3.6,미입양,115,중립,흰색계열,아니오,"기관지염 의심, 귀가 큼",미상,무
1292,믹스견,수컷,15,미입양,31,중립,흰색계열,아니오,미상,미상,무
1293,보더 콜리,암컷,10,미입양,67,중립,혼합색계열,미상,식욕절폐,미상,무
1294,닥스훈트,암컷,7,미입양,31,중립,갈색계열,미상,미상,미상,무
1295,믹스견,암컷,4.5,입양,31,중립,흰색계열,미상,미상,미상,무
1296,믹스견,수컷,20,미입양,67,중립,혼합색계열,아니오,말랐음,미상,무
1297,믹스견,암컷,7,미입양,31,중립,흰색계열,아니오,미상,미상,무
1298,믹스견,암컷,4,미입양,7,중립,혼합색계열,아니오,미상,미상,무
1299,믹스견,암컷,13,미입양,31,중립,혼합색계열,미상,미상,미상,무
1300,믹스견,암컷,4,입양,151,중립,흰색계열,아니오,미상,미상,무
1301,믹스견,수컷,18,미입양,55,중립,흰색계열,아니오,털갈이중,미상,무
1302,스피츠,암컷,4,입양,79,중립,흰색계열,미상,미상,미상,유
1303,믹스견,수컷,2.5,미입양,7,중립,혼합색계열,아니오,미상,미상,무
1304,믹스견,수컷,16,미입양,43,중립,혼합색계열,미상,미상,미상,무
1305,코카 스파니엘,암컷,10,미입양,43,중립,혼합색계열,미상,"교통사고로 인한 의식없음 (기립불능), 예후 매우 불능",미상,무
1306,닥스훈트,암컷,4.5,입양,67,중립,검정색계열,미상,관리 잘 되어있는 상태로 발견,미상,무
1307,코카 스파니엘,수컷,10,입양,79,중립,흰색계열,아니오,눈병 심함,미상,무
1308,말티즈,수컷,3.5,입양,79,중립,흰색계열,예,미상,미상,무
1309,믹스견,수컷,5,미입양,43,중립,갈색계열,아니오,"진드기, 피부병 매우 심한 상태",미상,무
1310,포메라니안,암컷,3.5,입양,91,중립,검정색계열,미상,미상,미상,무
1311,믹스견,수컷,7,미입양,31,중립,흰색계열,아니오,"진드기 전신감염(매우 상태 심함), 예후 불량(기립불능)",미상,무
1312,믹스견,암컷,8,미입양,31,중립,흰색계열,미상,매우 말랐음,미상,무
1313,푸들,암컷,3.5,미입양,103,중립,갈색계열,미상,배에 종양(육종),미상,무
1314,믹스견,수컷,2,입양,7,중립,흰색계열,아니오,미상,미상,무
1315,믹스견,수컷,2,미입양,7,중립,흰색계열,아니오,미상,미상,무
1316,믹스견,수컷,2,입양,7,중립,흰색계열,아니오,미상,미상,무
1317,믹스견,암컷,2,입양,7,중립,흰색계열,아니오,미상,미상,무
1318,믹스견,암컷,2,미입양,7,중립,흰색계열,아니오,미상,미상,무
1319,믹스견,암컷,2,미입양,7,중립,흰색계열,아니오,미상,미상,무
1320,믹스견,수컷,4,미입양,7,중립,황색계열,아니오,"오른쪽 다리 골절, 군데군데 상처",미상,무
1321,진도견,암컷,25,미입양,103,중립,흰색계열,미상,미상,미상,무
1322,믹스견,암컷,2,미입양,7,중립,흰색계열,아니오,미상,미상,무
1323,믹스견,수컷,2.5,입양,7,중립,흰색계열,아니오,미상,미상,무
1324,골든 리트리버,수컷,28,미입양,67,중립,흰색계열,아니오,말랏음,미상,무
1325,시바,암컷,9,미입양,31,중립,황색계열,미상,털갈이중,미상,유
1326,믹스견,수컷,8,미입양,7,중립,혼합색계열,아니오,미상,미상,무
1327,믹스견,암컷,4,미입양,7,중립,검정색계열,아니오,미상,미상,무
1328,믹스견,수컷,4,미입양,7,중립,검정색계열,아니오,미상,미상,무
1329,푸들,암컷,6,입양,127,중립,갈색계열,미상,"어금니 없음, 오른쪽 뒷다리 절음",미상,무
1330,믹스견,수컷,8,미입양,7,중립,혼합색계열,아니오,미상,미상,무
1331,믹스견,암컷,0.4,입양,7,중립,흰색계열,아니오,미상,미상,무
1332,믹스견,암컷,0.4,미입양,7,중립,흰색계열,아니오,미상,미상,무
1333,믹스견,암컷,0.4,입양,7,중립,흰색계열,아니오,미상,미상,무
1334,믹스견,암컷,0.4,미입양,7,중립,검정색계열,아니오,미상,미상,무
1335,믹스견,암컷,13,미입양,31,중립,검정색계열,아니오,미상,미상,무
1336,믹스견,암컷,7,미입양,42,중립,갈색계열,미상,견갑부 쏠림 및 좌염,미상,무
1337,믹스견,암컷,20,입양,54,중립,황색계열,미상,미상,미상,무
1338,말티즈,암컷,5,입양,126,중립,흰색계열,예,앞다리 휘어짐 (구루병),미상,무
1339,스피츠,암컷,7.5,입양,42,중립,흰색계열,미상,미상,미상,유
1340,닥스훈트,암컷,4,미입양,78,중립,혼합색계열,미상,"교통사고추정, 혼수상태, 예후가 불량함",미상,무
1341,푸들,암컷,3.5,입양,6,사람을 경계함,갈색계열,아니오,피부병있음(둔부양측),미상,유
1342,시베리안 허스키,암컷,15,미입양,30,중립,혼합색계열,미상,털갈이중,미상,무
1343,믹스견,수컷,4,미입양,6,중립,혼합색계열,아니오,미상,미상,무
1344,믹스견,수컷,4,미입양,6,중립,혼합색계열,아니오,미상,미상,무
1345,믹스견,수컷,4,미입양,6,중립,혼합색계열,아니오,미상,미상,무
1346,말티즈,암컷,3,미입양,30,중립,흰색계열,미상,교통사고 추정(예후불량),미상,무
1347,라이카,암컷,16,미입양,150,중립,흰색계열,미상,미상,미상,무
1348,믹스견,수컷,3,입양,6,중립,혼합색계열,아니오,미상,미상,무
1349,믹스견,수컷,8,미입양,6,중립,혼합색계열,아니오,털갈이중,미상,무
1350,믹스견,수컷,2.5,입양,6,중립,혼합색계열,아니오,미상,미상,무
1351,푸들,암컷,5,입양,30,중립,흰색계열,아니오,눈물자국 심함,미상,무
1352,믹스견,암컷,12,입양,30,중립,혼합색계열,아니오,미상,미상,무
1353,믹스견,암컷,1,입양,6,중립,검정색계열,아니오,미상,미상,무
1354,믹스견,수컷,8,미입양,42,중립,흰색계열,아니오,미상,미상,무
1355,닥스훈트,암컷,4,입양,54,중립,갈색계열,미상,"우측 후관절 골절, 털색 얼룩무늬",미상,무
1356,말티즈,수컷,4,입양,150,중립,흰색계열,예,목욕흔적있음,미상,무
1357,믹스견,암컷,14,미입양,54,중립,혼합색계열,미상,"탈모, 피부염 있음",미상,무
1358,믹스견,수컷,2.5,입양,6,중립,혼합색계열,아니오,미상,미상,무
1359,믹스견,수컷,7.5,미입양,6,중립,황색계열,아니오,미상,미상,무
1360,믹스견,암컷,1,입양,6,중립,흰색계열,아니오,수유개체,미상,무
1361,믹스견,수컷,16,미입양,30,중립,흰색계열,예,미상,미상,유
1362,믹스견,수컷,15,미입양,6,중립,흰색계열,아니오,미상,미상,무
1363,믹스견,수컷,3,미입양,6,중립,흰색계열,아니오,피부병 심함,미상,무
1364,믹스견,암컷,3,미입양,6,중립,황색계열,아니오,피부병 심함,미상,무
1365,믹스견,수컷,3,미입양,6,중립,황색계열,아니오,피부병 심함,미상,무
1366,믹스견,암컷,3,미입양,6,중립,혼합색계열,아니오,피부염 심함,미상,무
1367,믹스견,암컷,15,미입양,54,중립,혼합색계열,아니오,미상,미상,무
1368,포메라니안,수컷,4,입양,66,중립,흰색계열,아니오,등쪽 피부염,미상,무
1369,불독,암컷,9,미입양,66,중립,혼합색계열,아니오,미상,미상,무
1370,믹스견,수컷,6,미입양,6,중립,흰색계열,아니오,미상,미상,유
1371,믹스견,암컷,14,미입양,30,중립,흰색계열,아니오,미상,미상,유
1372,스피츠,암컷,7,입양,77,중립,흰색계열,아니오,미상,미상,무
1373,믹스견,암컷,3,입양,5,중립,혼합색계열,아니오,미상,미상,무
1374,믹스견,암컷,6,미입양,5,중립,황색계열,아니오,미상,미상,무
1375,믹스견,수컷,22,미입양,41,중립,흰색계열,아니오,미상,미상,무
1376,믹스견,수컷,16,미입양,29,중립,혼합색계열,아니오,미상,미상,무
1377,믹스견,수컷,6.5,미입양,65,중립,검정색계열,아니오,"귀 덮힘, 가슴상처",미상,무
1378,진도견,수컷,12,입양,41,중립,황색계열,아니오,미상,미상,무
1379,믹스견,암컷,3,미입양,5,중립,혼합색계열,아니오,결막염 있음,미상,무
1380,믹스견,수컷,15,미입양,149,중립,황색계열,아니오,아래 이빨이 하나 없음,미상,무
1381,믹스견,암컷,25,미입양,77,중립,흰색계열,아니오,꼬리위 엉덩이 피부염,미상,무
1382,믹스견,암컷,4,미입양,5,중립,황색계열,아니오,미상,미상,무
1383,믹스견,수컷,5,미입양,41,중립,흰색계열,아니오,미상,미상,무
1384,믹스견,암컷,16,미입양,65,중립,흰색계열,미상,젖이 늘어져 있음,미상,무
1385,믹스견,암컷,6,미입양,5,중립,흰색계열,아니오,귀가 늘어짐,미상,무
1386,믹스견,암컷,5,미입양,5,중립,황색계열,아니오,미상,미상,무
1387,푸들,수컷,6,입양,125,중립,황색계열,예,눈물자국 있음,미상,무
1388,믹스견,암컷,5,입양,5,중립,흰색계열,아니오,미상,미상,유
1389,믹스견,수컷,18,미입양,29,중립,흰색계열,아니오,다리 짧음,미상,무
1390,믹스견,수컷,18,미입양,29,중립,흰색계열,아니오,미상,미상,무
1391,믹스견,수컷,1.7,입양,5,중립,흰색계열,아니오,미상,미상,무
1392,믹스견,암컷,2,입양,5,중립,혼합색계열,아니오,미상,미상,무
1393,믹스견,암컷,2,입양,5,중립,검정색계열,아니오,미상,미상,무
1394,포메라니안,수컷,5,미입양,89,중립,흰색계열,아니오,"탈모 증상 있음, 쌍거플 위에 까만점",미상,무
1395,믹스견,수컷,23,미입양,41,중립,흰색계열,아니오,미상,미상,무
1396,믹스견,암컷,17,입양,41,중립,흰색계열,미상,미상,미상,무
1397,믹스견,수컷,13,미입양,41,중립,흰색계열,아니오,미상,미상,무
1398,푸들,수컷,6,입양,41,중립,흰색계열,아니오,미상,미상,무
1399,믹스견,암컷,16,미입양,29,중립,황색계열,아니오,미상,미상,무
1400,믹스견,암컷,20,미입양,29,중립,검정색계열,미상,미상,미상,유
1401,진도견,암컷,15,미입양,29,중립,흰색계열,미상,코끝까짐,미상,유
1402,보더 콜리,암컷,18,미입양,65,중립,혼합색계열,미상,미상,미상,유
1403,말티즈,수컷,4,미입양,113,중립,흰색계열,아니오,"하체 피부염 (탈모), 백내장 의심",미상,무
1404,믹스견,암컷,1,미입양,5,중립,혼합색계열,아니오,매우 말랐으며 영양실조로 기력이 없고 걷질 못함,미상,무
1405,믹스견,수컷,1,입양,5,중립,검정색계열,아니오,매우 말랐으며 영양실조로 걷지 못함,미상,무
1406,믹스견,수컷,1,입양,5,중립,혼합색계열,아니오,미상,미상,무
1407,믹스견,수컷,1.3,미입양,5,중립,황색계열,아니오,미상,미상,무
1408,믹스견,수컷,1.2,미입양,5,중립,혼합색계열,아니오,미상,미상,무
1409,푸들,수컷,6.5,입양,77,중립,갈색계열,아니오,눈물자국 있음,미상,무
1410,믹스견,수컷,2,입양,5,중립,흰색계열,아니오,미상,미상,무
1411,믹스견,수컷,2,미입양,5,중립,흰색계열,아니오,미상,미상,무
1412,믹스견,암컷,15,입양,41,중립,혼합색계열,미상,혈뇨,미상,유
1413,믹스견,암컷,20,미입양,29,중립,흰색계열,아니오,미상,미상,무
